customerID,Cluster,SegmentLabel
1658-BYGOY,2,Yeni Yüksek Riskli Müşteri
8769-KKTPH,1,Yüksek Değerli Sadık Müşteri
5067-XJQFU,1,Yüksek Değerli Sadık Müşteri
3957-SQXML,3,Genç Düşük Harcamalı Müşteri
5954-BDFSG,1,Yüksek Değerli Sadık Müşteri
0434-CSFON,1,Yüksek Değerli Sadık Müşteri
1215-FIGMP,1,Yüksek Değerli Sadık Müşteri
0526-SXDJP,3,Genç Düşük Harcamalı Müşteri
0557-ASKVU,3,Genç Düşük Harcamalı Müşteri
5698-BQJOH,2,Yeni Yüksek Riskli Müşteri
5122-CYFXA,0,Yaslı Düşük Harcamalı Müşteri
8627-ZYGSZ,2,Yeni Yüksek Riskli Müşteri
3410-YOQBQ,0,Yaslı Düşük Harcamalı Müşteri
3170-NMYVV,0,Yaslı Düşük Harcamalı Müşteri
7410-OIEDU,2,Yeni Yüksek Riskli Müşteri
2273-QCKXA,3,Genç Düşük Harcamalı Müşteri
0731-EBJQB,0,Yaslı Düşük Harcamalı Müşteri
1891-QRQSA,1,Yüksek Değerli Sadık Müşteri
8028-PNXHQ,3,Genç Düşük Harcamalı Müşteri
5630-AHZIL,3,Genç Düşük Harcamalı Müşteri
2673-CXQEU,1,Yüksek Değerli Sadık Müşteri
6416-JNVRK,0,Yaslı Düşük Harcamalı Müşteri
5590-ZSKRV,2,Yeni Yüksek Riskli Müşteri
0191-ZHSKZ,0,Yaslı Düşük Harcamalı Müşteri
3887-PBQAO,0,Yaslı Düşük Harcamalı Müşteri
5919-TMRGD,2,Yeni Yüksek Riskli Müşteri
8108-UXRQN,2,Yeni Yüksek Riskli Müşteri
9191-MYQKX,2,Yeni Yüksek Riskli Müşteri
9919-YLNNG,1,Yüksek Değerli Sadık Müşteri
0318-ZOPWS,3,Genç Düşük Harcamalı Müşteri
4445-ZJNMU,2,Yeni Yüksek Riskli Müşteri
4808-YNLEU,0,Yaslı Düşük Harcamalı Müşteri
1862-QRWPE,0,Yaslı Düşük Harcamalı Müşteri
2796-NNUFI,3,Genç Düşük Harcamalı Müşteri
3016-KSVCP,3,Genç Düşük Harcamalı Müşteri
4767-HZZHQ,2,Yeni Yüksek Riskli Müşteri
2424-WVHPL,3,Genç Düşük Harcamalı Müşteri
7233-PAHHL,1,Yüksek Değerli Sadık Müşteri
6067-NGCEU,1,Yüksek Değerli Sadık Müşteri
9848-JQJTX,1,Yüksek Değerli Sadık Müşteri
8637-XJIVR,0,Yaslı Düşük Harcamalı Müşteri
9803-FTJCG,1,Yüksek Değerli Sadık Müşteri
0278-YXOOG,0,Yaslı Düşük Harcamalı Müşteri
3212-KXOCR,3,Genç Düşük Harcamalı Müşteri
4598-XLKNJ,2,Yeni Yüksek Riskli Müşteri
6380-ARCEH,0,Yaslı Düşük Harcamalı Müşteri
3679-XASPY,3,Genç Düşük Harcamalı Müşteri
7123-WQUHX,1,Yüksek Değerli Sadık Müşteri
5386-THSLQ,2,Yeni Yüksek Riskli Müşteri
3192-NQECA,1,Yüksek Değerli Sadık Müşteri
6180-YBIQI,3,Genç Düşük Harcamalı Müşteri
6728-DKUCO,1,Yüksek Değerli Sadık Müşteri
9750-BOOHV,0,Yaslı Düşük Harcamalı Müşteri
8597-CWYHH,1,Yüksek Değerli Sadık Müşteri
2848-YXSMW,3,Genç Düşük Harcamalı Müşteri
0486-HECZI,1,Yüksek Değerli Sadık Müşteri
4549-ZDQYY,3,Genç Düşük Harcamalı Müşteri
5712-AHQNN,1,Yüksek Değerli Sadık Müşteri
4846-WHAFZ,0,Yaslı Düşük Harcamalı Müşteri
5256-SKJGO,0,Yaslı Düşük Harcamalı Müşteri
3071-VBYPO,2,Yeni Yüksek Riskli Müşteri
9560-BBZXK,2,Yeni Yüksek Riskli Müşteri
5299-RULOA,2,Yeni Yüksek Riskli Müşteri
8402-OOOHJ,0,Yaslı Düşük Harcamalı Müşteri
9445-ZUEQE,3,Genç Düşük Harcamalı Müşteri
1091-SOZGA,1,Yüksek Değerli Sadık Müşteri
2928-HLDBA,0,Yaslı Düşük Harcamalı Müşteri
0404-SWRVG,3,Genç Düşük Harcamalı Müşteri
6497-TILVL,3,Genç Düşük Harcamalı Müşteri
7219-TLZHO,3,Genç Düşük Harcamalı Müşteri
4622-YNKIJ,0,Yaslı Düşük Harcamalı Müşteri
4412-YLTKF,0,Yaslı Düşük Harcamalı Müşteri
6734-PSBAW,0,Yaslı Düşük Harcamalı Müşteri
3930-ZGWVE,0,Yaslı Düşük Harcamalı Müşteri
2639-UGMAZ,1,Yüksek Değerli Sadık Müşteri
2876-GZYZC,2,Yeni Yüksek Riskli Müşteri
6207-WIOLX,3,Genç Düşük Harcamalı Müşteri
8587-XYZSF,1,Yüksek Değerli Sadık Müşteri
3091-FYHKI,2,Yeni Yüksek Riskli Müşteri
2372-HWUHI,3,Genç Düşük Harcamalı Müşteri
7799-LGRDP,3,Genç Düşük Harcamalı Müşteri
7850-VWJUU,2,Yeni Yüksek Riskli Müşteri
3774-VBNXY,3,Genç Düşük Harcamalı Müşteri
6217-KDYWC,3,Genç Düşük Harcamalı Müşteri
0390-DCFDQ,0,Yaslı Düşük Harcamalı Müşteri
3146-MSEGF,1,Yüksek Değerli Sadık Müşteri
4080-OGPJL,3,Genç Düşük Harcamalı Müşteri
1095-WGNGG,1,Yüksek Değerli Sadık Müşteri
2636-SJDOU,1,Yüksek Değerli Sadık Müşteri
1131-QQZEB,0,Yaslı Düşük Harcamalı Müşteri
5716-EZXZN,1,Yüksek Değerli Sadık Müşteri
6837-BJYDQ,3,Genç Düşük Harcamalı Müşteri
2135-RXIHG,0,Yaslı Düşük Harcamalı Müşteri
6440-DKQGE,2,Yeni Yüksek Riskli Müşteri
3466-BYAVD,0,Yaslı Düşük Harcamalı Müşteri
3780-YVMFA,0,Yaslı Düşük Harcamalı Müşteri
3874-EQOEP,2,Yeni Yüksek Riskli Müşteri
1679-JRFBR,1,Yüksek Değerli Sadık Müşteri
9073-ZZIAY,1,Yüksek Değerli Sadık Müşteri
3077-RSNTJ,0,Yaslı Düşük Harcamalı Müşteri
6551-GNYDG,0,Yaslı Düşük Harcamalı Müşteri
9167-APMXZ,2,Yeni Yüksek Riskli Müşteri
2749-CTKAJ,3,Genç Düşük Harcamalı Müşteri
6371-NZYEG,3,Genç Düşük Harcamalı Müşteri
7554-NEWDD,3,Genç Düşük Harcamalı Müşteri
8992-VONJD,2,Yeni Yüksek Riskli Müşteri
0867-MKZVY,2,Yeni Yüksek Riskli Müşteri
4482-EWFMI,2,Yeni Yüksek Riskli Müşteri
4648-YPBTM,1,Yüksek Değerli Sadık Müşteri
2907-ILJBN,0,Yaslı Düşük Harcamalı Müşteri
6345-FZOQH,3,Genç Düşük Harcamalı Müşteri
3376-BMGFE,0,Yaslı Düşük Harcamalı Müşteri
5997-OPVFA,1,Yüksek Değerli Sadık Müşteri
3445-HXXGF,2,Yeni Yüksek Riskli Müşteri
1159-WFSGR,3,Genç Düşük Harcamalı Müşteri
7654-YWJUF,1,Yüksek Değerli Sadık Müşteri
1875-QIVME,2,Yeni Yüksek Riskli Müşteri
6727-IOTLZ,2,Yeni Yüksek Riskli Müşteri
0691-JVSYA,1,Yüksek Değerli Sadık Müşteri
5918-VUKWP,3,Genç Düşük Harcamalı Müşteri
1744-JHKYS,3,Genç Düşük Harcamalı Müşteri
2656-FMOKZ,0,Yaslı Düşük Harcamalı Müşteri
2070-FNEXE,0,Yaslı Düşük Harcamalı Müşteri
5947-SGKCL,2,Yeni Yüksek Riskli Müşteri
3712-PKXZA,3,Genç Düşük Harcamalı Müşteri
6317-YPKDH,3,Genç Düşük Harcamalı Müşteri
6582-OIVSP,3,Genç Düşük Harcamalı Müşteri
9367-WXLCH,2,Yeni Yüksek Riskli Müşteri
5524-KHNJP,2,Yeni Yüksek Riskli Müşteri
1918-ZBFQJ,2,Yeni Yüksek Riskli Müşteri
1024-GUALD,0,Yaslı Düşük Harcamalı Müşteri
4827-USJHP,3,Genç Düşük Harcamalı Müşteri
8167-GJLRN,0,Yaslı Düşük Harcamalı Müşteri
0956-SYCWG,3,Genç Düşük Harcamalı Müşteri
8017-UVSZU,3,Genç Düşük Harcamalı Müşteri
7100-FQPRV,2,Yeni Yüksek Riskli Müşteri
2472-OVKUP,2,Yeni Yüksek Riskli Müşteri
2984-RGEYA,3,Genç Düşük Harcamalı Müşteri
9680-NIAUV,1,Yüksek Değerli Sadık Müşteri
2146-EGVDT,0,Yaslı Düşük Harcamalı Müşteri
2604-IJPDU,3,Genç Düşük Harcamalı Müşteri
9178-JHUVJ,0,Yaslı Düşük Harcamalı Müşteri
6168-YBYNP,1,Yüksek Değerli Sadık Müşteri
7255-SSFBC,1,Yüksek Değerli Sadık Müşteri
3645-DEYGF,0,Yaslı Düşük Harcamalı Müşteri
9323-HGFWY,0,Yaslı Düşük Harcamalı Müşteri
8544-GOQSH,0,Yaslı Düşük Harcamalı Müşteri
3363-DTIVD,1,Yüksek Değerli Sadık Müşteri
7018-WBJNK,0,Yaslı Düşük Harcamalı Müşteri
9142-KZXOP,2,Yeni Yüksek Riskli Müşteri
7674-YTAFD,3,Genç Düşük Harcamalı Müşteri
6348-SNFUS,1,Yüksek Değerli Sadık Müşteri
1285-OKIPP,2,Yeni Yüksek Riskli Müşteri
7825-ECJRF,2,Yeni Yüksek Riskli Müşteri
1347-KTTTA,1,Yüksek Değerli Sadık Müşteri
7841-TZDMQ,3,Genç Düşük Harcamalı Müşteri
4195-NZGTA,0,Yaslı Düşük Harcamalı Müşteri
7157-SMCFK,3,Genç Düşük Harcamalı Müşteri
4709-LKHYG,0,Yaslı Düşük Harcamalı Müşteri
2504-DSHIH,3,Genç Düşük Harcamalı Müşteri
0699-NDKJM,1,Yüksek Değerli Sadık Müşteri
9286-BHDQG,3,Genç Düşük Harcamalı Müşteri
0230-WEQUW,1,Yüksek Değerli Sadık Müşteri
2040-LDIWQ,1,Yüksek Değerli Sadık Müşteri
6496-JDSSB,2,Yeni Yüksek Riskli Müşteri
9408-SSNVZ,2,Yeni Yüksek Riskli Müşteri
4443-EMBNA,3,Genç Düşük Harcamalı Müşteri
6469-MRVET,0,Yaslı Düşük Harcamalı Müşteri
0742-MOABM,0,Yaslı Düşük Harcamalı Müşteri
5961-VUSRV,0,Yaslı Düşük Harcamalı Müşteri
6778-JFCMK,0,Yaslı Düşük Harcamalı Müşteri
6341-JVQGF,0,Yaslı Düşük Harcamalı Müşteri
2232-DMLXU,3,Genç Düşük Harcamalı Müşteri
4811-JBUVU,1,Yüksek Değerli Sadık Müşteri
0945-TSONX,1,Yüksek Değerli Sadık Müşteri
2651-ZCBXV,1,Yüksek Değerli Sadık Müşteri
3316-UWXUY,1,Yüksek Değerli Sadık Müşteri
8937-RDTHP,2,Yeni Yüksek Riskli Müşteri
7083-MIOPC,3,Genç Düşük Harcamalı Müşteri
1984-GPTEH,0,Yaslı Düşük Harcamalı Müşteri
1251-KRREG,3,Genç Düşük Harcamalı Müşteri
0621-JFHOL,0,Yaslı Düşük Harcamalı Müşteri
9903-LYSAB,0,Yaslı Düşük Harcamalı Müşteri
0094-OIFMO,2,Yeni Yüksek Riskli Müşteri
9227-UAQFT,2,Yeni Yüksek Riskli Müşteri
7301-ABVAD,1,Yüksek Değerli Sadık Müşteri
6614-FHDBO,1,Yüksek Değerli Sadık Müşteri
7576-ASEJU,1,Yüksek Değerli Sadık Müşteri
9058-HRZSV,1,Yüksek Değerli Sadık Müşteri
4522-AKYLR,0,Yaslı Düşük Harcamalı Müşteri
0221-WMXNQ,2,Yeni Yüksek Riskli Müşteri
0303-UNCIP,0,Yaslı Düşük Harcamalı Müşteri
9947-OTFQU,2,Yeni Yüksek Riskli Müşteri
0322-YINQP,0,Yaslı Düşük Harcamalı Müşteri
0959-WHOKV,1,Yüksek Değerli Sadık Müşteri
4075-JFPGR,1,Yüksek Değerli Sadık Müşteri
4629-NRXKX,2,Yeni Yüksek Riskli Müşteri
9514-JDSKI,0,Yaslı Düşük Harcamalı Müşteri
3282-ZISZV,3,Genç Düşük Harcamalı Müşteri
3675-YDUPJ,3,Genç Düşük Harcamalı Müşteri
4111-BNXIF,1,Yüksek Değerli Sadık Müşteri
7017-VFHAY,1,Yüksek Değerli Sadık Müşteri
6655-LHBYW,1,Yüksek Değerli Sadık Müşteri
4959-JOSRX,2,Yeni Yüksek Riskli Müşteri
5046-NUHWD,2,Yeni Yüksek Riskli Müşteri
7273-TEFQD,0,Yaslı Düşük Harcamalı Müşteri
3606-TWKGI,2,Yeni Yüksek Riskli Müşteri
7529-ZDFXI,1,Yüksek Değerli Sadık Müşteri
7605-BDWDC,3,Genç Düşük Harcamalı Müşteri
1950-KSVVJ,1,Yüksek Değerli Sadık Müşteri
0123-CRBRT,1,Yüksek Değerli Sadık Müşteri
6292-TOSSS,0,Yaslı Düşük Harcamalı Müşteri
3197-ARFOY,0,Yaslı Düşük Harcamalı Müşteri
6323-AYBRX,3,Genç Düşük Harcamalı Müşteri
7014-ZZXAW,3,Genç Düşük Harcamalı Müşteri
4385-GZQXV,0,Yaslı Düşük Harcamalı Müşteri
7633-MVPUY,1,Yüksek Değerli Sadık Müşteri
6366-ZGQGL,0,Yaslı Düşük Harcamalı Müşteri
4716-HHKQH,0,Yaslı Düşük Harcamalı Müşteri
5940-AHUHD,0,Yaslı Düşük Harcamalı Müşteri
6432-TWQLB,0,Yaslı Düşük Harcamalı Müşteri
4484-GLZOU,1,Yüksek Değerli Sadık Müşteri
3179-GBRWV,2,Yeni Yüksek Riskli Müşteri
8645-KWHJO,0,Yaslı Düşük Harcamalı Müşteri
4130-MZLCC,2,Yeni Yüksek Riskli Müşteri
0314-TKOSI,2,Yeni Yüksek Riskli Müşteri
8229-MYEJZ,3,Genç Düşük Harcamalı Müşteri
2080-SRCDE,0,Yaslı Düşük Harcamalı Müşteri
9577-WJVCQ,1,Yüksek Değerli Sadık Müşteri
9512-UIBFX,2,Yeni Yüksek Riskli Müşteri
6202-DYYFX,2,Yeni Yüksek Riskli Müşteri
3808-HFKDE,3,Genç Düşük Harcamalı Müşteri
5583-SXDAG,0,Yaslı Düşük Harcamalı Müşteri
3488-PGMQJ,0,Yaslı Düşük Harcamalı Müşteri
3580-REOAC,3,Genç Düşük Harcamalı Müşteri
7534-BFESC,2,Yeni Yüksek Riskli Müşteri
3727-OWVYD,2,Yeni Yüksek Riskli Müşteri
2294-SALNE,0,Yaslı Düşük Harcamalı Müşteri
4847-TAJYI,2,Yeni Yüksek Riskli Müşteri
1563-IWQEX,0,Yaslı Düşük Harcamalı Müşteri
8203-XJZRC,3,Genç Düşük Harcamalı Müşteri
6556-DBKZF,1,Yüksek Değerli Sadık Müşteri
6851-WEFYX,2,Yeni Yüksek Riskli Müşteri
2985-JUUBZ,3,Genç Düşük Harcamalı Müşteri
6390-DSAZX,2,Yeni Yüksek Riskli Müşteri
0895-LMRSF,3,Genç Düşük Harcamalı Müşteri
8098-LLAZX,0,Yaslı Düşük Harcamalı Müşteri
8266-VBFQL,0,Yaslı Düşük Harcamalı Müşteri
8181-YHCMF,1,Yüksek Değerli Sadık Müşteri
2240-HSJQD,2,Yeni Yüksek Riskli Müşteri
1248-DYXUB,3,Genç Düşük Harcamalı Müşteri
0265-EDXBD,2,Yeni Yüksek Riskli Müşteri
4115-BNPJY,0,Yaslı Düşük Harcamalı Müşteri
3167-SNQPL,2,Yeni Yüksek Riskli Müşteri
4091-TVOCN,1,Yüksek Değerli Sadık Müşteri
1098-TDVUQ,3,Genç Düşük Harcamalı Müşteri
7277-OZCGZ,0,Yaslı Düşük Harcamalı Müşteri
1557-EMYVT,1,Yüksek Değerli Sadık Müşteri
2799-ARNLO,2,Yeni Yüksek Riskli Müşteri
7563-BIUPC,0,Yaslı Düşük Harcamalı Müşteri
5027-YOCXN,1,Yüksek Değerli Sadık Müşteri
3973-SKMLN,3,Genç Düşük Harcamalı Müşteri
2321-OMBXY,3,Genç Düşük Harcamalı Müşteri
2840-XANRC,0,Yaslı Düşük Harcamalı Müşteri
6745-JEFZB,1,Yüksek Değerli Sadık Müşteri
5020-ZSTTY,1,Yüksek Değerli Sadık Müşteri
9880-TDQAC,1,Yüksek Değerli Sadık Müşteri
8705-WZCYL,3,Genç Düşük Harcamalı Müşteri
7102-JJVTX,0,Yaslı Düşük Harcamalı Müşteri
8626-PTQGE,1,Yüksek Değerli Sadık Müşteri
4983-CLMLV,1,Yüksek Değerli Sadık Müşteri
5701-YVSVF,2,Yeni Yüksek Riskli Müşteri
5804-LEPIM,2,Yeni Yüksek Riskli Müşteri
5697-GOMBF,2,Yeni Yüksek Riskli Müşteri
2739-CACDQ,2,Yeni Yüksek Riskli Müşteri
9385-EHGDO,3,Genç Düşük Harcamalı Müşteri
9498-FIMXL,3,Genç Düşük Harcamalı Müşteri
2379-GYFLQ,1,Yüksek Değerli Sadık Müşteri
0122-OAHPZ,3,Genç Düşük Harcamalı Müşteri
2868-SNELZ,2,Yeni Yüksek Riskli Müşteri
4322-RCYMT,1,Yüksek Değerli Sadık Müşteri
6680-NENYN,1,Yüksek Değerli Sadık Müşteri
2088-IEBAU,1,Yüksek Değerli Sadık Müşteri
7982-VCELR,2,Yeni Yüksek Riskli Müşteri
1343-EHPYB,1,Yüksek Değerli Sadık Müşteri
6035-BXTTY,3,Genç Düşük Harcamalı Müşteri
6885-PKOAM,1,Yüksek Değerli Sadık Müşteri
7520-HQWJU,1,Yüksek Değerli Sadık Müşteri
9639-BUJXT,3,Genç Düşük Harcamalı Müşteri
5924-SNGKP,3,Genç Düşük Harcamalı Müşteri
0021-IKXGC,2,Yeni Yüksek Riskli Müşteri
2034-GDRCN,2,Yeni Yüksek Riskli Müşteri
8966-SNIZF,3,Genç Düşük Harcamalı Müşteri
6243-OZGFH,3,Genç Düşük Harcamalı Müşteri
4654-DLAMQ,1,Yüksek Değerli Sadık Müşteri
0513-RBGPE,0,Yaslı Düşük Harcamalı Müşteri
5160-UXJED,2,Yeni Yüksek Riskli Müşteri
4115-NZRKS,2,Yeni Yüksek Riskli Müşteri
0219-YTZUE,3,Genç Düşük Harcamalı Müşteri
0623-IIHUG,3,Genç Düşük Harcamalı Müşteri
4572-DVCGN,2,Yeni Yüksek Riskli Müşteri
3351-NGXYI,2,Yeni Yüksek Riskli Müşteri
8984-EYLLL,1,Yüksek Değerli Sadık Müşteri
9057-MSWCO,0,Yaslı Düşük Harcamalı Müşteri
9833-TGFHX,1,Yüksek Değerli Sadık Müşteri
9294-TDIPC,3,Genç Düşük Harcamalı Müşteri
5229-DTFYB,1,Yüksek Değerli Sadık Müşteri
0104-PPXDV,1,Yüksek Değerli Sadık Müşteri
5176-LMJXE,3,Genç Düşük Harcamalı Müşteri
3583-KRKMD,3,Genç Düşük Harcamalı Müşteri
1010-DIAUQ,0,Yaslı Düşük Harcamalı Müşteri
9069-LGEUL,2,Yeni Yüksek Riskli Müşteri
7302-ZHMHP,3,Genç Düşük Harcamalı Müşteri
9571-EDEBV,1,Yüksek Değerli Sadık Müşteri
3520-FJGCV,1,Yüksek Değerli Sadık Müşteri
6563-VRERX,0,Yaslı Düşük Harcamalı Müşteri
0259-GBZSH,2,Yeni Yüksek Riskli Müşteri
6122-EFVKN,0,Yaslı Düşük Harcamalı Müşteri
2805-EDJPQ,1,Yüksek Değerli Sadık Müşteri
6862-CQUMB,1,Yüksek Değerli Sadık Müşteri
7156-MXBJE,1,Yüksek Değerli Sadık Müşteri
6158-HDPXZ,2,Yeni Yüksek Riskli Müşteri
9601-BRXPO,1,Yüksek Değerli Sadık Müşteri
2863-IMQDR,1,Yüksek Değerli Sadık Müşteri
5686-CMAWK,2,Yeni Yüksek Riskli Müşteri
5651-CRHKQ,1,Yüksek Değerli Sadık Müşteri
6905-NIQIN,0,Yaslı Düşük Harcamalı Müşteri
8204-YJCLA,1,Yüksek Değerli Sadık Müşteri
5167-ZFFMM,2,Yeni Yüksek Riskli Müşteri
6583-SZVGP,1,Yüksek Değerli Sadık Müşteri
4895-TMWIR,3,Genç Düşük Harcamalı Müşteri
0533-BNWKF,1,Yüksek Değerli Sadık Müşteri
1708-PBBOA,0,Yaslı Düşük Harcamalı Müşteri
8782-LKFPK,2,Yeni Yüksek Riskli Müşteri
5522-JBWMO,3,Genç Düşük Harcamalı Müşteri
3597-MVHJT,2,Yeni Yüksek Riskli Müşteri
9774-NRNAU,3,Genç Düşük Harcamalı Müşteri
0224-RLWWD,0,Yaslı Düşük Harcamalı Müşteri
9967-ATRFS,0,Yaslı Düşük Harcamalı Müşteri
3951-NJCVI,1,Yüksek Değerli Sadık Müşteri
2977-CEBSX,1,Yüksek Değerli Sadık Müşteri
0177-PXBAT,1,Yüksek Değerli Sadık Müşteri
6599-CEBNN,2,Yeni Yüksek Riskli Müşteri
2519-ERQOJ,0,Yaslı Düşük Harcamalı Müşteri
5876-QMYLD,3,Genç Düşük Harcamalı Müşteri
2277-AXSDC,3,Genç Düşük Harcamalı Müşteri
9442-JTWDL,0,Yaslı Düşük Harcamalı Müşteri
0979-PHULV,1,Yüksek Değerli Sadık Müşteri
3067-SVMTC,1,Yüksek Değerli Sadık Müşteri
5495-GPSRW,0,Yaslı Düşük Harcamalı Müşteri
7606-BPHHN,3,Genç Düşük Harcamalı Müşteri
4742-DRORA,1,Yüksek Değerli Sadık Müşteri
0111-KLBQG,2,Yeni Yüksek Riskli Müşteri
4800-VHZKI,3,Genç Düşük Harcamalı Müşteri
7989-CHGTL,0,Yaslı Düşük Harcamalı Müşteri
0334-GDDSO,2,Yeni Yüksek Riskli Müşteri
4163-NCJAK,3,Genç Düşük Harcamalı Müşteri
5233-AOZUF,3,Genç Düşük Harcamalı Müşteri
5973-EJGDP,1,Yüksek Değerli Sadık Müşteri
1996-DBMUS,1,Yüksek Değerli Sadık Müşteri
7916-VCCPB,2,Yeni Yüksek Riskli Müşteri
4686-GEFRM,1,Yüksek Değerli Sadık Müşteri
5249-QYHEX,3,Genç Düşük Harcamalı Müşteri
0578-SKVMF,2,Yeni Yüksek Riskli Müşteri
5564-NEMQO,2,Yeni Yüksek Riskli Müşteri
2233-FAGXV,0,Yaslı Düşük Harcamalı Müşteri
5605-IYGFG,0,Yaslı Düşük Harcamalı Müşteri
7663-ZTEGJ,1,Yüksek Değerli Sadık Müşteri
3935-TBRZZ,3,Genç Düşük Harcamalı Müşteri
8111-BKVDS,2,Yeni Yüksek Riskli Müşteri
2055-SIFSS,2,Yeni Yüksek Riskli Müşteri
2806-MLNTI,1,Yüksek Değerli Sadık Müşteri
8734-DKSTZ,2,Yeni Yüksek Riskli Müşteri
4360-PNRQB,2,Yeni Yüksek Riskli Müşteri
6152-ONASV,1,Yüksek Değerli Sadık Müşteri
9063-ZGTUY,3,Genç Düşük Harcamalı Müşteri
7781-HVGMK,1,Yüksek Değerli Sadık Müşteri
2181-UAESM,3,Genç Düşük Harcamalı Müşteri
2957-LOLHO,3,Genç Düşük Harcamalı Müşteri
6048-NJXHX,3,Genç Düşük Harcamalı Müşteri
2320-SLKMB,0,Yaslı Düşük Harcamalı Müşteri
4980-URKXC,3,Genç Düşük Harcamalı Müşteri
4376-KFVRS,1,Yüksek Değerli Sadık Müşteri
5886-VLQVU,1,Yüksek Değerli Sadık Müşteri
3577-AMVUX,3,Genç Düşük Harcamalı Müşteri
0771-WLCLA,0,Yaslı Düşük Harcamalı Müşteri
5628-RKIFK,1,Yüksek Değerli Sadık Müşteri
0206-TBWLC,1,Yüksek Değerli Sadık Müşteri
2937-FTHUR,3,Genç Düşük Harcamalı Müşteri
1910-FMXJM,2,Yeni Yüksek Riskli Müşteri
7752-XUSCI,1,Yüksek Değerli Sadık Müşteri
4110-PFEUZ,0,Yaslı Düşük Harcamalı Müşteri
0732-OCQOC,0,Yaslı Düşük Harcamalı Müşteri
5168-MSWXT,2,Yeni Yüksek Riskli Müşteri
1090-ESELR,1,Yüksek Değerli Sadık Müşteri
8592-PLTMQ,3,Genç Düşük Harcamalı Müşteri
5760-WRAHC,3,Genç Düşük Harcamalı Müşteri
8847-GEOOQ,1,Yüksek Değerli Sadık Müşteri
0256-LTHVJ,3,Genç Düşük Harcamalı Müşteri
4785-FCIFB,3,Genç Düşük Harcamalı Müşteri
8313-NDOIA,1,Yüksek Değerli Sadık Müşteri
5149-CUZUJ,1,Yüksek Değerli Sadık Müşteri
